Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,-5,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2020,1,1,0,0,1.7000000000000002,0,0,0,4,0.1,0,0,0,0,88.9,162.32,0.08,1003,0.9,279,3.2,0.0000,0.0000
2020,1,1,0,30,1.5,0,0,0,4,0.1,0,0,0,0,90.18,161.17000000000002,0.08,1003,0.9,277,3.2,0.0000,0.0000
2020,1,1,1,0,1.2000000000000002,0,0,0,4,-0.30000000000000004,0,0,0,0,89.86,158.19,0.08,1003,0.9,276,3.2,0.0000,0.0000
2020,1,1,1,30,1,0,0,0,4,-0.30000000000000004,0,0,0,0,91.16,154,0.08,1003,0.9,276,3.2,0.0000,0.0000
2020,1,1,2,0,0.8,0,0,0,4,-0.6000000000000001,0,0,0,0,90.61,149.11,0.08,1004,0.8,275,3.2,0.0000,0.0000
2020,1,1,2,30,0.6000000000000001,0,0,0,4,-0.6000000000000001,0,0,0,0,91.93,143.83,0.08,1004,0.8,275,3.2,0.0000,0.0000
2020,1,1,3,0,0.4,0,0,0,7,-0.8,0,0,0,0,91.73,138.32,0.08,1004,0.8,275,3.2,0.0000,0.0000
2020,1,1,3,30,0.30000000000000004,0,0,0,7,-0.8,0,0,0,0,92.39,132.7,0.08,1004,0.8,276,3.3000000000000003,0.0000,0.0000
2020,1,1,4,0,0.30000000000000004,0,0,0,7,-1,0,0,0,0,90.68,127.02,0.08,1004,0.8,276,3.3000000000000003,0.0000,0.0000
2020,1,1,4,30,0.30000000000000004,0,0,0,4,-1,0,0,0,0,90.68,121.35000000000001,0.08,1004,0.8,276,3.4000000000000004,0.0000,0.0000
2020,1,1,5,0,0.30000000000000004,0,0,0,8,-1.4000000000000001,0,0,0,0,88.42,115.71000000000001,0.08,1004,0.8,277,3.4000000000000004,0.0000,0.0000
2020,1,1,5,30,0.4,0,0,0,4,-1.4000000000000001,0,0,0,0,87.78,110.13,0.08,1004,0.8,277,3.5,0.0000,0.0000
2020,1,1,6,0,0.4,0,0,0,4,-1.7000000000000002,0,0,0,0,86.11,104.67,0.08,1004,0.7000000000000001,276,3.5,0.0000,0.0000
2020,1,1,6,30,0.4,0,0,0,4,-1.6,0,0,0,0,86.19,99.33,0.08,1005,0.7000000000000001,275,3.6,0.0000,0.0000
2020,1,1,7,0,0.30000000000000004,0,0,0,4,-1.9000000000000001,0,0,0,0,85.28,94.17,0.08,1005,0.7000000000000001,275,3.6,0.0000,0.0000
2020,1,1,7,30,0.8,13,119,15,4,-1.9000000000000001,4,0,71,4,82.26,88.83,0.08,1005,0.7000000000000001,274,3.7,0.0000,0.0000
2020,1,1,8,0,1.2000000000000002,33,394,72,4,-1.6,32,10,100,33,81.59,84.38,0.08,1006,0.7000000000000001,273,3.9000000000000004,0.0000,0.0000
2020,1,1,8,30,1.7000000000000002,47,562,144,4,-1.6,44,0,100,44,78.72,80.06,0.08,1006,0.7000000000000001,273,4.1000000000000005,0.0000,0.0000
2020,1,1,9,0,2.3000000000000003,57,670,218,4,-1.7000000000000002,45,0,71,45,74.77,76.08,0.08,1006,0.7000000000000001,274,4.3,2.1808,1.6726
2020,1,1,9,30,2.6,62,746,286,4,-1.7000000000000002,93,17,0,98,73.19,72.52,0.08,1006,0.7000000000000001,275,4.4,4.9022,3.7829
2020,1,1,10,0,3,65,801,346,4,-2.2,144,116,0,185,68.77,69.47,0.08,1006,0.7000000000000001,276,4.5,9.5156,7.3736
2020,1,1,10,30,3.2,69,830,393,4,-2.2,158,99,0,197,67.8,67,0.08,1006,0.7000000000000001,277,4.5,10.3465,8.0389
2020,1,1,11,0,3.4000000000000004,72,847,428,4,-2.5,168,59,0,193,65.33,65.17,0.08,1006,0.7000000000000001,278,4.5,10.2813,8.0016
2020,1,1,11,30,3.5,75,853,448,4,-2.5,155,75,0,188,64.87,64.06,0.08,1006,0.7000000000000001,279,4.5,10.0962,7.8645
2020,1,1,12,0,3.6,78,851,455,4,-2.7,88,0,0,88,63.53,63.690000000000005,0.08,1006,0.7000000000000001,281,4.5,4.7382,3.6919
2020,1,1,12,30,3.6,77,846,447,4,-2.7,83,0,0,83,63.53,64.08,0.08,1006,0.7000000000000001,281,4.4,4.4567,3.4715
2020,1,1,13,0,3.6,76,832,425,4,-2.7,56,0,0,56,63.620000000000005,65.22,0.08,1006,0.7000000000000001,282,4.4,2.9821,2.3207
2020,1,1,13,30,3.5,73,814,390,4,-2.7,72,0,0,72,64.07000000000001,67.06,0.08,1006,0.7000000000000001,281,4.3,3.7796,2.9365
2020,1,1,14,0,3.5,69,786,343,4,-2.5,55,0,0,55,64.84,69.56,0.08,1006,0.7000000000000001,281,4.2,2.8267,2.1902
2020,1,1,14,30,3.2,61,745,284,4,-2.5,50,0,0,50,66.29,72.62,0.08,1007,0.7000000000000001,281,4,2.4988,1.9280
2020,1,1,15,0,3,54,685,217,4,-2.2,47,0,86,47,68.78,76.2,0.08,1007,0.7000000000000001,281,3.9000000000000004,2.2755,1.7449
2020,1,1,15,30,2.3000000000000003,44,592,145,4,-2.2,38,0,100,38,72.35000000000001,80.19,0.08,1008,0.6000000000000001,281,3.6,0.0000,0.0000
2020,1,1,16,0,1.7000000000000002,32,434,73,4,-2.1,15,0,100,15,75.81,84.52,0.08,1008,0.6000000000000001,280,3.4000000000000004,0.0000,0.0000
2020,1,1,16,30,1.2000000000000002,12,139,15,4,-2.1,3,0,71,3,78.57000000000001,88.96000000000001,0.08,1008,0.6000000000000001,279,3.3000000000000003,0.0000,0.0000
2020,1,1,17,0,0.7000000000000001,0,0,0,4,-2.4000000000000004,0,0,0,0,80.01,94.33,0.08,1009,0.6000000000000001,279,3.2,0.0000,0.0000
2020,1,1,17,30,0.30000000000000004,0,0,0,4,-2.4000000000000004,0,0,0,0,82.35000000000001,99.5,0.08,1009,0.6000000000000001,278,3.1,0.0000,0.0000
2020,1,1,18,0,0,0,0,0,4,-2.6,0,0,0,0,82.56,104.83,0.08,1010,0.6000000000000001,278,3.1,0.0000,0.0000
2020,1,1,18,30,0,0,0,0,4,-2.6,0,0,0,0,82.56,110.31,0.08,1010,0.6000000000000001,278,3.1,0.0000,0.0000
2020,1,1,19,0,-0.5,0,0,0,4,-3,0,0,0,0,83.47,115.88,0.08,1010,0.6000000000000001,278,2.9000000000000004,0.0000,0.0000
2020,1,1,19,30,-0.8,0,0,0,4,-2.9000000000000004,0,0,0,0,85.4,121.52,0.08,1011,0.6000000000000001,279,2.8000000000000003,0.0000,0.0000
2020,1,1,20,0,-1,0,0,0,4,-3.3000000000000003,0,0,0,0,84.51,127.2,0.08,1011,0.6000000000000001,280,2.8000000000000003,0.0000,0.0000
2020,1,1,20,30,-1.2000000000000002,0,0,0,4,-3.3000000000000003,0,0,0,0,85.75,132.87,0.08,1011,0.5,280,2.7,0.0000,0.0000
2020,1,1,21,0,-1.4000000000000001,0,0,0,4,-3.6,0,0,0,0,85.14,138.49,0.08,1011,0.5,280,2.6,0.0000,0.0000
2020,1,1,21,30,-1.5,0,0,0,4,-3.6,0,0,0,0,85.77,143.98,0.08,1011,0.5,280,2.6,0.0000,0.0000
2020,1,1,22,0,-1.6,0,0,0,4,-3.7,0,0,0,0,85.28,149.25,0.08,1011,0.5,280,2.5,0.0000,0.0000
2020,1,1,22,30,-1.6,0,0,0,4,-3.7,0,0,0,0,85.28,154.11,0.08,1011,0.5,280,2.6,0.0000,0.0000
2020,1,1,23,0,-1.7000000000000002,0,0,0,4,-3.8000000000000003,0,0,0,0,85.67,158.26,0.08,1011,0.5,280,2.6,0.0000,0.0000
2020,1,1,23,30,-1.7000000000000002,0,0,0,4,-3.8000000000000003,0,0,0,0,85.76,161.18,0.08,1012,0.5,279,2.6,0.0000,0.0000
2020,1,2,0,0,-1.7000000000000002,0,0,0,4,-3.8000000000000003,0,0,0,0,85.84,162.24,0.08,1012,0.5,278,2.6,0.0000,0.0000
2020,1,2,0,30,-1.6,0,0,0,4,-3.8000000000000003,0,0,0,0,85.21000000000001,161.13,0.08,1012,0.5,277,2.6,0.0000,0.0000
2020,1,2,1,0,-1.6,0,0,0,4,-3.7,0,0,0,0,85.8,158.18,0.08,1012,0.6000000000000001,276,2.6,0.0000,0.0000
2020,1,2,1,30,-1.6,0,0,0,4,-3.7,0,0,0,0,85.8,154.01,0.08,1012,0.6000000000000001,274,2.5,0.0000,0.0000
2020,1,2,2,0,-1.6,0,0,0,4,-3.4000000000000004,0,0,0,0,87.27,149.14000000000001,0.08,1012,0.6000000000000001,273,2.4000000000000004,0.0000,0.0000
2020,1,2,2,30,-1.5,0,0,0,4,-3.4000000000000004,0,0,0,0,86.72,143.86,0.08,1013,0.6000000000000001,268,2.4000000000000004,0.0000,0.0000
2020,1,2,3,0,-1.4000000000000001,0,0,0,4,-3.1,0,0,0,0,87.94,138.36,0.08,1013,0.6000000000000001,264,2.4000000000000004,0.0000,0.0000
2020,1,2,3,30,-1.3,0,0,0,4,-3.1,0,0,0,0,87.3,132.74,0.08,1013,0.6000000000000001,260,2.5,0.0000,0.0000
2020,1,2,4,0,-1.2000000000000002,0,0,0,4,-2.9000000000000004,0,0,0,0,88.43,127.07000000000001,0.08,1013,0.6000000000000001,256,2.5,0.0000,0.0000
2020,1,2,4,30,-1.2000000000000002,0,0,0,4,-2.9000000000000004,0,0,0,0,88.43,121.39,0.08,1013,0.6000000000000001,253,2.5,0.0000,0.0000
